0 13604119 2ekfi1780000 0 0 tencent 0 0 神偷大盗 内地,励志,剧情 张蜀 陈光忠,王曾郅,洪鱼森,王武文 内地 2010 7.2
0 13337650 36h9tvn80000 0 0 yinhe 0 0 天使在人间 普通话,内地,家庭,剧情,爱情 沈燕林,胡兼议 马跃,谢兰,佟瑞欣,徐筠 内地 2006 7.4
0 27029641 r917otc0000 0 0 yinhe 0 0 绝爱 普通话,伦理,虐恋,三角恋,爱情,内地,言情,偶像,网络小说改编 俞钟 张歆艺,李光洁,奇道,杨舒婷,大左,何泓姗,石兆琪,冯雷,周晓鸥,程煜 内地 2014 7.0
1 69885035 3v4fdp1o0000 0 73952 yinhe 48 9 秘杀名单 普通话,内地,悬疑,历史,谍战,剧情 刘逢声 靳东,周扬,李立群,刘立淇,章贺 内地 2012 0.0
0 67322520 r917kjc0000 0 0 yinhe 0 0 铁道游击队 铁道游击队,战争,剧情,普通话,内地,抗日 王新民,陈咏歌 赵恒煊,史兰芽,刘长纯,张立,张亚坤,韩福利 内地 2006 7.3
0 50181778 30pelq2k0000 0 0 tencent 0 0 都市无梦 都市,爱情,普通话,内地,剧情 邵芳 党浩予,王乙竹,夏俊,党昊 内地 2001 7.1
0 25251349 r9184lo0000 0 0 tencent 0 0 男人四十跑出租 家庭,情景,普通话,内地,轻喜剧,现代,励志,生活,喜剧,都市,搞笑 文铨 刘亚津,李黎,李明臣,张少华,张钥,张海燕,张玥,张月 内地 2002 7.2
1 44238099 1c7splj40000 1 19646 tencent 10 3 天衣无缝 悬疑,谍战,剧情,内地 李路 秦俊杰,徐璐,胡海锋,陆毅,张芷溪,朱刚日尧,莫小奇,丁勇岱,丁海峰,孙佺,孙添垚,吴秀波,胡静,吴越,李乃文,赵樱子,吴刚,许亚军,李建义,刘威葳,张可盈,钱泳辰,张凯丽,岳红,高露,谭凯,冯雷,许文广,黄品沅,高曙光,莫小棋,赵樱子（演员）,吴樾 内地 2019 8.3
0 72101206 r9kbgg00000 0 0 tencent 0 0 惊世情仇 武侠,古装,普通话,爱情,内地,言情 雷瑞麟 黄海冰,吴廷烨,张伊菡,李耀景,林静,李耀敬 内地 2006 7.4
0 69281680 r9c5tlk0000 0 0 tencent 0 0 喋血黎明 内地,普通话,年代,军事,战争,剧情 贾盛云 石维坚,关放,王明礼,匡红艳 内地 2003 7.2
0 12813221 r918co80000 0 0 tencent 0 0 左手劈刀 战争,抗日,剧情,军事,普通话,内地,传奇,冒险,军旅,谍战 连奕名,李印 连奕名,黑子,斯琴高娃,管乐,倪大红,徐梵溪,李宜娟,李润成,王建国,白海涛,王彤羽,韩青,叶静,王九胜,郑楚一,李印,卢誉文,赵骏,穆怀虎,鲍鲲 内地 2015 7.3
0 7694036 30pelq2k0000 0 0 tencent 0 0 都市无梦 都市,爱情,普通话,内地,剧情 邵芳 党浩予,王乙竹,夏俊,党昊 内地 2001 7.1
0 9490281 r9188gc0000 0 0 tencent 0 0 只想今生一起走 普通话,内地,言情,剧情,都市,家庭,喜剧 方军 张粟,钟雷,贾一平,王璐瑶,翁虹,孙菂,唐鹏,毛毅 内地 2014 7.2
0 5342727 rbt40o00000 1 0 yinhe 0 0 以你为名的青春 普通话,内地,女神,型男,鲜肉,文艺,小清新,爱情,偶像,网剧,言情,自制,青春,校园 许珮珊,赖孟杰 李墨之,连晨翔,盖玥希,徐嘉苇,张鑫,陈昊明,王皓轩,文苡帆,屈中恒,杨洁玫,李李仁,潘奕如 内地 2018 7.3
1 69140968 1roti7780000 0 71323 tencent 33 3 岁岁年年柿柿红 剧情,情感,农村,内地,爱情,家庭 沈行,沈航 王茜华,荆浩,于震,王挺,沈行,沈航,李翠翠,王建军,刘伯勋,姚扩,刘小蕙,尹馨梓,鞠庆洲,高郡伟,王志恒,杜鹤,马铭,宋欣华,张燕妮,毛妮,王成阳,樊梓田,王倩,马伊妹,庞泽轩,焦一凡,孙添垚,冯健,刘雨桐,杨宗儒,杨升娟,郑成 内地 2018 7.3
0 9885915 3fbhk0n40000 0 0 tencent 0 0 奔腾岁月 都市,励志,剧情,普通话,内地 王飞 李宗翰,张粟,瑛子,夏一瑶,周壬行,王霏,施京明,丁勇岱,滕爱弦,周密,许伟豪 内地 2018 7.1
0 6182863 r9188080000 1 0 yinhe 0 0 太阳的后裔制作特辑 韩语,纯爱,爱情,韩国,女神,型男,浪漫,现代,职场,言情,偶像,剧情,都市 李应福,白尚勋 宋仲基,宋慧乔,晋久,金智媛 韩国 2016 8.2
0 4203533 4j9uutic0000 0 0 tencent 0 0 非常规责任分析  未知 未知 其它地区 2019 6.7
0 15258065 r918jos0000 0 0 tencent 0 0 热血 抗日,战争,军事,历史,剧情,普通话,内地,热血,年代,谍战 高战,李宏宇,张磊 张子健,吕佳容,麦迪娜,姬他,马敬涵 内地 2015 7.3
0 12900495 r8s7lg40000 0 0 tencent 0 0 中国往事 普通话,伦理,婚姻,爱情,内地,家族,生活,言情,剧情,年代,家族风云,流金岁月剧场,合家欢剧场,中国往事,张国立,宋佳,朱茵,历史 张黎 张国立,朱茵,朱雨辰,宋佳,赵立新,吴越,张志坚,祥子,马丁,斯文松,王格,张筝,白庆琳,马小宁,沈畅,杨婷婷,周菲,杨沫,邱枫,王爽 内地 2008 8.0
1 21503995 r917vgs0000 0 3074 tencent 2 1 大明末年 大明末年,太极拳,古装,历史,剧情,武侠,普通话,内地,历史正剧,明清,战争,宫廷,传奇,动作 王静,赵路 罗钢,李馨雨,雷恪生,吴樾,孙岩,李倩,王志刚,彭博,罗刚 内地 2008 7.5
0 20115838 r9191g80000 0 0 yinhe 0 0 邮差 普通话,内地,悬疑,剧情,谍战 何流,白杨 李幼斌,张粟,丁宁-演员,涩谷天马 内地 2016 7.5
0 19402772 r917hi40000 0 0 tencent 0 0 终极目标 剧情,犯罪,普通话,内地,警匪,刑侦,罪案,时装 王丁,虎子 张锦程,黄俊鹏,刘璇,吴卫东,关宝慧,杨在葆,赵志刚,李大昕 内地 2003 7.4
0 44233102 36jhf6640000 0 0 tencent 0 0 四川好人 剧情,搞笑,普通话,伦理,爱情,内地,励志,热血,生活,喜剧,都市 陈立华,陈立华· 赵亮,雷汉,王海珍,仇小豹,朱军,刘军,王虎,曲高位,王泫伊 内地 2008 7.3
1 50484718 r917rps0000 0 88352 tencent 38 3 我们家的微幸福生活 我们家的微幸福生活,我们的微幸福时代,王丽云,陶红,杨议,何赛飞,阎娜,田小洁,都市,喜剧,家庭,剧情,普通话,伦理,婚姻,爱情,内地,老年,生活,言情 庞好 郭凯敏,王丽云,陶红,杨议,何赛飞,陶虹,阎娜,李勤勤,田小洁,吴晓敏,张蓓蓓 内地 2015 7.5
0 19471450 r9187vk0000 0 0 tencent 0 0 麻辣芳邻 家庭,喜剧,都市,剧情,爱情,普通话,伦理,婚姻,内地,生活,言情,偶像 延艺 牛莉,张国强,郑伟,张龄心,洪剑涛,英壮,刘小锋,郭秋成,李佳璇,张志彤,李明珠,马小晶,成国栋,张倩如,胡苏涵,吴甜甜,刘金 内地 2016 7.1
0 36471172 r918dqk0000 0 0 tencent 0 0 侦探成旭 战争,剧情,普通话,三角恋,爱情,内地,家族,推理,案情,罪案,悬疑,年代 黄文利 于荣光,甘婷婷,午马,刘牧,高明,于娜,修庆 内地 2007 7.3
1 14141958 r918vds0000 0 2563 tencent 1 1 刀客家族的女人 刀客家族的女人,刀客家族,刀客,佟丽娅,许还幻,高露,毛晓彤,杨烁,何赛飞,梁艺馨,鲍天琦,郭鹏,爱情,剧情,普通话,内地,励志,热血,抗日,言情,军旅,战争,年代,家庭 杨文军 佟丽娅,许还幻,高露,毛晓彤,杨烁,何赛飞,梁艺馨,鲍天琦,郭鹏,曾虹畅,蒋一铭 内地 2014 7.7
0 71771954 4gequrss0000 1 0 tencent 0 0 夜空中最闪亮的星 爱情,剧情,普通话,内地,偶像,青春,网剧 刘一志 黄子韬,吴倩,牛骏峰,曹曦月,小刘佳,陈亦飞,秦岚,张锦程,王劲松,魏大勋,赵奕欢 内地 2019 7.0
0 12046101 r919d4k0000 0 0 tencent 0 0 热血军旗 历史,战争,剧情,军事,普通话,内地,军旅,片花 张多福 黄海冰,郭广平,周惠林,曹磊,黄俊鹏,毕彦君,刘晓洁,李飞,姬晓飞,高正,孙看,李吉昌,张燃,秦鸣悦,张永达,李昊臻,李家亮,乔骏达,党伟,徐海为,李信睿,王双琥,李佳芯,陈依莎,侯勇,尹键,任泽巍,马少骅,于震,刘小锋 内地 2017 7.4
0 13963434 36h9tvn80000 0 0 yinhe 0 0 天使在人间 普通话,内地,家庭,剧情,爱情 沈燕林,胡兼议 马跃,谢兰,佟瑞欣,徐筠 内地 2006 7.4
0 72792173 r8s8s1o0000 0 0 yinhe 0 0 丘比特的圈套 普通话,三角恋,爱情,泰国,豪门,玛丽苏,现代,青春,言情,家庭 Buang.Ruk "Pong Nawat,Bee Namthip,Pang Oranjira,巴恭·玛诺,查亚童·塞塔金达,鹏泰·尼勇泰,披娜·撒卡恭" 泰国 2017 7.5
0 18028256 36e5okq00000 0 0 tencent 0 0 摩西密码 普通话,内地,历史,剧情,悬疑,爱情,战争 楼健 归亚蕾,修宗迪,宗峰岩,庞国昌,孙大川,严晓萍,彭博,杨奇鸣,王靖云,张馨心,玛莉娅 内地 2012 7.0
0 70860282 2jlvmpto0000 0 0 yinhe 0 0 家庭秘密 剧情,都市,内地,爱情,家庭 柳国庆 荣蓉,陈锐,王博,巩小榕,姜析源,白瑶,李鹏,许超,魏冠男,姜棣珧,刘芷含,刘国群,冯钧,刘安琪,魏之皓 内地 2018 6.1
0 71648462 r918gi40000 0 0 tencent 0 0 左伟和杜叶的婚姻生活 家庭,爱情,剧情,普通话,伦理,婚姻,内地,中年危机,生活,罪案,都市,喜剧 曹保平 吴刚,刘蓓,王沫溪,楚键,麻伟江,麻骏,马岩,王辉,那志东,许文 内地 2007 7.9
0 44191834 2cdqcg040000 0 0 yinhe 0 0 徽商 古装,历史,普通话,爱情,内地,家族,清装,励志,言情,年代,剧情 未知,王栋 李鸣,张丽莉 内地 2011 7.4
0 13798665 30pelq2k0000 0 0 tencent 0 0 都市无梦 都市,爱情,普通话,内地,剧情 邵芳 党浩予,王乙竹,夏俊,党昊 内地 2001 7.1
0 67576396 r919an40000 0 0 tencent 0 0 党的女儿 普通话,内地,人物传记,励志,主旋律,军事,军旅,历史,战争,剧情 刘进 王茜华,丁志诚,林静,叶鹏,沈行,袁苑,魏璐,沈航 内地 2011 7.2
1 13963434 r919auo0000 0 12215 tencent 12 2 狙击部队 战争,抗日,普通话,内地,热血,军事,军旅,谍战,剧情 赵浚凯 何政军,鲍琨,刘鑫,赵聪,王珂,鲍鲲,张慧,滕旋,李卓,马健,李雨泽,王冠淇,齐峰,魏中凯,郭志桐,崔笑禹,梁贺禹 内地 2014 7.2
1 69275275 3quauta40000 0 61342 yinhe 41 7 义海 剧情,战争,民国,普通话,内地 祝东宁 林江国,韩宇辰,王珂,李健,肖涵,卢蒽洁,许绍雄,杜志国,由立平,商忆莎,陈楚翰,闫霖飞,屈刚,任学海,王耀,商忆沙 内地 2019 7.5
0 27899198 4gequrss0000 1 0 tencent 0 0 夜空中最闪亮的星 爱情,剧情,普通话,内地,偶像,青春,网剧 刘一志 黄子韬,吴倩,牛骏峰,曹曦月,小刘佳,陈亦飞,秦岚,张锦程,王劲松,魏大勋,赵奕欢 内地 2019 7.0
0 8916450 r8s83dk0000 0 0 tencent 0 0 同龄人 爱情,剧情,普通话,内地,型男,热血,传奇,怀旧,言情,军旅 王滨,张辉力 任程伟,程前,许晴,梁琳林,宋佳伦,黄品沅,刘威,黄晓娟,萨日娜,齐奎,梁林琳 内地 2010 7.3
0 10038494 r91841g0000 0 0 tencent 0 0 东风破 战争,剧情,军事,普通话,内地,热血,抗日,近代,军旅 杜修斌 张笑君,刘小锋,牛丽燕,张铎,张光北,赵亮,梦楠,罗康,马驰,冯茗惊,尹馨梓,王玲玲,高昂,齐冰,易勇名,赵伟,张伟,李飒,赵鲲鹏,肖彦博,王翔,张金成,李易臻,牛志强,王小生,张悦,于杪鑫,小张铎 内地 2017 7.2
0 72889087 r9kbgg00000 0 0 tencent 0 0 惊世情仇 武侠,古装,普通话,爱情,内地,言情 雷瑞麟 黄海冰,吴廷烨,张伊菡,李耀景,林静,李耀敬 内地 2006 7.4
0 16926306 36e27gbs0000 0 0 tencent 0 0 独立纵队 历史,战争,军事,三角恋,爱情,内地,女神,型男,怀旧,抗日,军旅,剧情,年代 王响伟,朱卫,吴国恩 王新军,秦海璐,李彩桦,许明虎,飞儿,申军谊,汪坚辛,蒋林静,杜志国,董彦麟,刘佩琦,冯恩鹤,余心恬,雷雷,刘晓龙,王缨灏,蒲利飞 内地 2012 7.4
0 fca386d4acae r918t500000 0 0 tencent 0 0 狼烟遍地 狼烟遍地,抗日,战争,普通话,内地,励志,军事,热血,军旅,悬疑,年代,谍战,剧情 顾其铭,李云亮 靳东,黄曼,周一围,姚卓君,郭明翔,杨婷婷,王伟,丁子玲,修宗迪,孙宁,刘交心,吴珏瑾,刘禹 内地 2014 7.6
0 60427f88cd44 r917kjc0000 0 0 yinhe 0 0 铁道游击队 铁道游击队,战争,剧情,普通话,内地,抗日 王新民,陈咏歌 赵恒煊,史兰芽,刘长纯,张立,张亚坤,韩福利 内地 2006 7.3
0 31200778 r918i5s0000 0 0 yinhe 0 0 正阳门下 普通话,伦理,内地,怀旧,文艺,生活,家庭,剧情,年代 刘家成 朱亚文,倪大红,边潇潇,李光复,朱铁,迟佳 内地 2013 8.6
